email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
foundskates680@gmail.com,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,0,0,2,2,2,1,0,1,2,1,0,2,2
moistjug851@outlook.com,2,2,1,2,1,1,1,1,0,1,2,1,1,0,2,2,1,2,2,2,2,1,1,1,1,2,0,2,2,2,2,2
coldshirt926@163.com,2,1,2,2,0,2,1,1,2,2,2,2,1,0,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1
mostlycup165@yahoo.com,2,1,2,2,0,2,1,1,2,0,2,1,1,2,1,1,2,2,2,1,2,1,0,1,1,2,2,0,2,2,2,0
soiledblanket478@outlook.com,2,2,1,2,0,1,1,1,0,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,0,2,0,1,2,0,1
freshyshirt46@outlook.com,2,1,2,1,2,2,2,2,0,2,2,2,2,1,2,1,1,1,1,0,0,1,2,0,1,0,0,2,2,2,2,1
milkydrum471@163.com,2,1,2,0,1,0,1,2,2,1,2,2,0,2,1,1,2,1,2,2,1,2,0,2,0,2,1,2,2,2,1,0
replacementchrysler733@163.com,1,2,1,1,2,2,2,1,0,0,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,0,2,2,2,2,1,1
freshydrum128@qq.com,2,2,2,1,2,1,2,1,2,2,1,1,2,1,2,2,1,0,2,1,2,2,0,0,1,2,0,0,1,2,2,1
newjeep849@qq.com,1,2,2,1,2,0,1,1,0,2,1,2,2,2,1,2,2,0,2,1,2,1,2,1,1,0,2,2,1,0,2,2
tiredbeans817@gmail.com,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,0,2,2,2,0,2,2,2,2,1,1,2,1,1,1,1
foundbread301@163.com,2,2,2,0,0,1,2,1,0,2,1,2,1,1,1,2,0,2,2,1,2,2,2,2,1,0,2,2,1,2,1,1
dryjug611@outlook.com,2,2,1,1,1,1,2,2,2,0,2,1,1,1,1,2,1,1,2,2,2,0,2,2,1,2,1,0,2,2,2,0
mostlywindow259@qq.com,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,1,0,2,1,2,2
mostlyshirt500@163.com,0,0,1,2,2,2,2,2,2,2,1,0,2,1,2,1,0,2,2,1,2,1,0,2,0,2,0,1,2,0,0,2
moisttide935@gmail.com,0,1,2,1,1,1,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,2
replacementshoes137@outlook.com,2,1,1,2,1,2,1,1,2,1,2,2,0,0,1,2,1,1,2,2,1,1,1,2,2,2,1,2,0,2,2,2
mostlybread482@qq.com,1,1,2,2,0,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,0,2,1,2,1,2,2,2,1,2
drywindow943@qq.com,0,2,2,1,2,2,2,1,0,2,1,1,2,0,2,1,2,2,2,0,2,1,0,2,1,0,2,2,2,0,1,1
foldinghat916@yahoo.com,0,1,2,2,0,1,2,2,2,0,1,2,1,2,2,1,2,1,1,2,0,1,2,0,1,2,1,2,2,1,2,2
dirtybread587@yahoo.com,2,2,2,0,2,1,2,2,2,1,1,1,0,2,1,2,2,0,0,0,2,0,0,2,2,0,2,2,2,0,0,0
coldsnake85@qq.com,2,2,2,1,0,2,2,1,1,2,2,2,1,0,1,1,2,1,2,1,1,2,0,2,2,2,1,2,2,0,0,1
hotcup894@163.com,1,1,1,1,2,0,2,1,2,1,2,1,2,2,2,0,1,2,2,2,0,1,2,2,1,1,1,2,2,2,0,2
oldblanket634@yahoo.com,1,2,1,2,0,2,2,2,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,0,2,2,2,2,1,0,2
fishybeans673@163.com,2,0,1,1,2,2,2,2,0,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,0,0,2,2,2,0
foundshack343@gmail.com,1,1,1,2,1,2,1,2,0,1,2,2,2,2,2,2,2,2,1,1,1,2,0,1,0,2,1,1,1,2,2,2
replacementskates478@yahoo.com,2,0,2,1,2,2,1,1,2,2,0,0,2,2,1,1,2,2,1,0,2,2,2,2,1,2,2,0,1,1,1,1
usedskates18@gmail.com,2,1,2,2,2,2,1,0,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,0,2,2,2,2,1,1,2,1
deepblanket891@outlook.com,0,2,1,2,0,0,2,2,2,1,1,1,1,0,1,2,2,1,1,2,0,2,2,2,0,2,2,0,1,2,2,2
foldingsnake263@yahoo.com,2,1,1,0,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,0,1,2,2,2,2,2,1,2,1,0,2
newchrysler335@outlook.com,2,1,2,0,0,2,2,2,2,1,1,2,2,2,2,1,1,0,0,2,0,2,1,2,0,0,2,0,2,1,2,1
drysub137@outlook.com,2,2,2,1,0,2,2,1,0,0,1,0,0,0,2,2,1,2,1,2,2,0,0,2,2,0,2,2,1,2,2,1
coldtire20@163.com,1,2,2,1,0,2,1,2,0,1,1,2,0,2,2,1,1,1,1,2,2,0,1,2,2,0,2,2,0,2,2,2
deepshoes912@163.com,2,2,0,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,0,1,2,2,2,1,1,1,0,2,1,2,2,2
foldingcup786@163.com,2,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,0,1,2,1,0,1,2,2,2,1,2,1,1,1,1
buriedtire207@gmail.com,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,0,2,1,2,2,1,2,1,1,1,2,2,1,1,0,2,0
oldcola188@outlook.com,0,2,1,1,0,2,2,1,2,1,1,1,1,1,1,2,2,1,0,2,2,2,2,2,2,2,2,0,2,0,2,1
clamydrum820@outlook.com,2,2,1,2,2,1,2,2,2,0,2,0,1,2,1,2,2,2,1,2,1,2,1,2,1,0,1,1,1,0,1,2
slightlytire383@qq.com,2,2,2,1,0,2,1,2,2,2,2,2,2,0,1,1,1,1,1,2,2,2,0,1,1,2,0,2,1,0,1,2
foldingskates208@gmail.com,2,2,2,2,0,2,2,0,0,0,1,2,2,0,1,1,2,1,0,2,2,2,2,1,2,0,1,0,2,2,1,1
slightlywindow471@gmail.com,0,2,1,0,0,1,1,1,2,1,1,1,1,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,2,1,1
soiledcup851@outlook.com,1,1,2,1,0,2,2,2,2,2,2,2,1,2,1,0,2,1,2,1,2,1,0,0,1,0,2,2,1,2,0,2
retiredsnake808@gmail.com,1,0,2,0,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,0,0,1,1,1,0,0,1,1,1,2,2
clamyshoes18@163.com,2,2,2,2,1,2,1,1,2,1,2,2,1,0,1,2,1,2,2,2,0,0,0,1,1,1,2,2,1,2,2,1
dirtywindow282@qq.com,2,0,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,0,1,2,2,1,2,0,2,2,1,2,2,2
buriedspice543@yahoo.com,2,2,1,1,0,1,2,2,2,0,2,1,0,2,1,2,0,2,2,0,2,0,0,2,1,2,1,2,2,0,1,2
foldingwindow359@outlook.com,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1
foundsub934@gmail.com,0,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,0,2,1,1,0,2,1,1,1,0,1,2,1,2,1,1
deepshoes686@163.com,1,1,2,2,2,0,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2
clamyjug699@163.com,1,2,2,0,0,2,1,1,0,2,2,2,1,2,2,0,0,1,2,1,2,1,0,2,1,2,1,0,2,2,2,2
slightlysub732@qq.com,2,0,2,2,1,1,1,2,2,0,2,2,2,0,2,1,1,1,1,2,1,2,1,2,1,2,1,0,1,2,2,2
foldingbread553@outlook.com,0,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,0,1,2,0,2,2,2
foldinghat824@qq.com,2,2,1,2,2,1,1,1,2,2,2,2,1,0,2,2,2,1,1,2,1,0,0,1,2,2,2,0,1,1,1,2
lostskates908@163.com,1,1,2,2,2,2,2,2,2,2,1,0,1,2,1,2,1,2,1,2,1,0,1,0,1,0,1,0,2,2,2,2
hotbike829@163.com,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,0,0,0,1,1,0,2,1,1,1,2,1,2
soiledshoes971@163.com,1,1,1,2,2,2,1,2,0,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,0,1,1,1,2
foldingjeep939@qq.com,2,2,2,2,2,2,2,2,1,0,2,1,1,1,1,0,2,1,2,2,1,1,0,2,1,2,2,1,2,0,1,1
lostjug455@outlook.com,0,1,1,1,2,2,2,1,2,2,1,0,2,0,2,1,1,1,2,1,2,2,0,2,2,0,2,2,2,0,2,1
clamyblanket985@qq.com,1,2,1,1,2,2,1,2,0,2,2,1,2,0,2,2,1,1,2,0,2,1,1,1,1,0,0,2,2,2,2,2
extrabread562@outlook.com,2,0,1,2,2,1,1,1,2,2,1,2,0,0,2,2,1,1,2,1,1,0,2,2,1,2,2,2,2,1,1,2
foldingsub921@gmail.com,0,2,2,2,2,0,2,2,0,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1
newjeep444@outlook.com,0,2,2,2,0,1,2,2,1,1,1,1,2,0,2,1,2,1,2,0,1,1,2,2,1,2,1,2,2,0,2,2
hotwindow473@qq.com,1,2,1,2,1,1,2,2,0,2,2,1,2,2,2,1,2,2,1,2,1,2,0,1,0,2,1,2,1,1,2,1
retiredsub614@outlook.com,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,0,2,1,2,1,2,1,1,1,2,2,2,0,1,2,2,2
slimyshack348@163.com,2,2,2,1,1,2,1,1,0,2,2,1,2,2,2,2,2,1,2,1,1,2,0,2,1,2,2,0,1,1,1,1
foldingcola566@outlook.com,2,2,1,2,0,1,2,1,2,0,0,1,2,1,2,2,1,2,1,2,0,2,0,2,2,2,0,0,1,2,1,2
slimyspice279@qq.com,1,1,2,0,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,0,1,0
dailyshoes233@gmail.com,2,1,2,2,0,1,2,2,0,2,1,2,2,0,1,0,0,2,0,0,2,2,0,1,2,2,2,0,2,0,2,1
mostlyrug473@gmail.com,1,1,1,2,2,2,1,1,0,2,2,2,0,1,1,2,1,2,2,2,0,0,2,2,2,0,2,2,1,0,0,2
mostlyshack522@163.com,2,2,2,1,1,0,1,2,2,2,1,1,2,2,1,2,1,2,0,0,2,2,0,2,0,0,1,2,0,0,2,2
foldingskates420@gmail.com,2,2,0,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,0,0,2,0,0,2,2
drybeans185@163.com,1,1,2,0,2,0,2,2,2,1,2,2,2,0,1,2,2,2,2,1,2,1,2,1,1,0,2,1,1,1,1,2
lostjug315@yahoo.com,2,2,2,0,0,1,2,1,0,2,1,2,2,2,2,1,1,2,0,1,2,1,2,2,2,2,1,0,2,0,0,1
mostlyblanket933@yahoo.com,2,1,2,1,2,1,2,2,0,2,2,1,2,0,2,1,2,2,2,2,1,1,2,0,1,0,0,0,1,1,2,2
coldsub774@yahoo.com,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,0,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2
mostlyshoes535@gmail.com,0,1,2,2,2,2,1,0,2,2,1,1,1,2,2,0,1,2,0,2,1,2,2,1,1,0,1,2,1,2,2,2
lostskates393@qq.com,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,2,0,0,2,1,0,0,1
hottide167@outlook.com,2,1,2,1,2,2,2,2,0,1,1,1,2,1,2,2,2,1,2,0,1,2,1,2,2,1,1,2,1,2,0,0
buriedcola618@gmail.com,0,2,2,1,2,2,1,2,2,2,2,1,0,2,0,1,1,2,1,0,1,1,2,2,2,0,1,1,2,2,1,2
foldinghat152@qq.com,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,0,2
slightlybread757@yahoo.com,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,0,0,1,2,2,2,1,1,2,2,1
deepshirt742@gmail.com,2,2,1,0,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,0,2,2,1,1,1,0,1,2,2,2
buriedbread907@outlook.com,2,1,1,2,0,2,1,2,0,2,2,1,2,2,2,0,1,1,2,1,1,2,2,1,0,2,0,2,1,1,2,2
usedspice992@gmail.com,2,1,1,2,1,2,1,2,1,2,1,0,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,0,1,1,2,2
deepdrum919@qq.com,2,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,0,2,2,2,2,1,2,1,0,2,1
foundtide219@qq.com,2,2,1,2,0,0,1,1,1,0,2,2,0,0,2,2,2,1,1,0,2,0,2,2,2,2,2,2,2,1,1,1
moistsnake909@outlook.com,1,2,1,2,2,0,2,1,2,1,1,2,2,0,2,2,1,1,2,1,0,2,2,1,1,0,2,2,2,1,1,2
freshycola108@qq.com,1,2,2,2,1,2,1,1,1,1,1,0,1,2,2,1,2,2,2,2,1,1,0,2,0,2,2,2,1,2,1,2
deepshoes823@gmail.com,0,2,2,1,2,0,2,2,1,2,1,2,1,0,1,2,2,2,2,1,0,0,0,2,1,0,2,0,2,2,2,1
dryjeep101@qq.com,2,2,2,2,1,2,2,2,2,1,1,2,0,2,1,2,1,2,1,1,2,1,2,1,0,0,2,0,1,1,2,0
dailyspice87@yahoo.com,2,2,2,1,0,2,1,1,0,1,0,2,2,0,2,1,2,2,1,0,0,2,2,2,2,0,2,0,0,2,2,0
foundjug643@yahoo.com,0,2,2,2,2,1,2,1,2,2,2,1,1,0,2,2,1,2,1,0,2,2,1,2,0,0,1,2,1,2,1,1
foundcup206@qq.com,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,2,2,1,0,0,2,2,2
dirtyspice38@163.com,0,1,1,2,2,1,2,1,2,0,1,1,1,0,2,2,1,2,2,0,2,2,0,2,1,2,0,0,2,2,2,2
foundhat456@outlook.com,1,2,2,1,0,2,1,1,2,1,2,2,2,0,1,1,1,1,2,2,2,0,2,2,0,0,0,2,2,2,2,1
clamyshack71@qq.com,1,2,2,2,1,2,2,2,1,2,1,1,0,2,1,0,1,2,2,1,0,2,2,1,1,2,2,0,0,2,0,2
dailybread940@yahoo.com,1,1,2,2,2,2,2,2,0,2,1,1,1,1,2,1,2,1,1,2,1,0,2,2,1,2,1,2,1,1,2,2
coldhat974@gmail.com,1,2,2,1,0,2,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,0,0,1,1,0
lostskates583@163.com,2,2,2,2,1,2,1,1,2,2,1,1,2,0,1,1,2,1,2,2,0,1,2,1,2,0,2,0,1,1,2,2
soiledwindow838@yahoo.com,1,1,1,0,2,2,2,1,2,0,2,2,0,1,1,2,2,2,0,2,0,0,0,2,1,0,2,0,2,2,2,2
deepblanket774@outlook.com,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,0,2
newskates26@outlook.com,0,2,2,1,2,0,1,1,1,0,1,2,2,0,2,1,2,2,2,1,2,1,2,1,1,2,2,0,2,0,2,2
buriedbeans746@yahoo.com,0,1,1,2,2,2,2,2,2,2,1,2,1,0,1,1,2,1,0,2,1,1,1,2,0,2,1,2,2,0,2,2
clamytire651@gmail.com,2,1,1,2,2,1,0,2,0,1,1,1,2,2,2,1,2,1,2,1,1,2,0,0,2,2,2,0,1,2,2,2
lostwindow390@gmail.com,1,2,1,2,1,0,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,0,0,0,2,2,2,1
slimycola683@outlook.com,1,1,2,1,0,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2
foundbeans7@163.com,2,2,1,1,2,1,2,2,0,0,2,1,2,0,1,1,1,2,1,2,0,2,2,2,2,1,1,0,2,2,1,2
milkydrum371@163.com,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,0,2,1,2,2,1,1,2,1,0,1,2
clamyjug891@163.com,2,1,1,1,0,0,2,2,2,0,2,2,0,2,2,2,2,1,1,2,0,0,2,2,0,0,1,2,2,0,2,0
dirtysub781@yahoo.com,0,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,0,2,1,2,2,0,1,1,1,2
soiledskates814@163.com,0,2,2,1,2,0,2,2,2,0,2,1,0,2,1,2,1,1,1,1,2,1,2,1,1,0,1,2,2,2,2,2
foundshoes908@gmail.com,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,0,2,0,1,0,2,2,0,0,2,2,2,2,1
slimyhat636@outlook.com,2,2,2,1,0,2,1,2,1,2,1,1,2,0,1,1,1,2,1,1,0,2,2,2,2,0,2,0,2,2,1,2
slimyskates157@163.com,2,2,1,0,2,2,1,2,2,1,0,1,2,1,2,2,2,2,1,1,2,1,2,2,2,0,1,0,1,1,2,1
foldingtide607@gmail.com,0,1,1,2,0,2,2,1,1,2,2,0,0,0,1,2,1,2,2,1,0,2,1,2,1,0,2,2,2,2,2,2
foundhat579@gmail.com,2,1,1,2,2,2,1,1,1,1,2,1,1,0,2,2,0,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2
lostblanket281@qq.com,1,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,1,1,2,0,0,2,0
foundchrysler509@yahoo.com,2,1,1,2,2,2,1,2,2,2,2,1,0,2,1,1,2,1,1,0,1,1,1,2,2,0,2,2,2,0,2,1
buriedrug530@outlook.com,1,1,1,1,2,0,2,2,2,2,2,2,1,2,1,2,2,1,1,0,2,0,2,0,0,0,2,0,1,2,2,2
tiredtire843@163.com,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,0,2,2,1,1
foldingwindow54@yahoo.com,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,0,1,0,1,1,1,1,2,2,2,1,2
milkytire61@yahoo.com,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1,0,0,1,0,0,2,0,2,2,1,1
retiredrug998@yahoo.com,2,2,1,2,2,2,1,1,1,0,0,2,2,1,2,1,2,0,1,1,0,1,0,2,2,0,2,2,2,2,2,1
moistcola120@gmail.com,1,0,1,2,0,2,2,1,2,0,1,2,1,2,1,1,2,2,1,2,2,0,2,2,0,2,2,0,2,2,1,1
extraspice708@qq.com,2,1,2,0,0,2,2,2,2,2,1,1,0,2,1,2,2,2,1,2,0,1,1,1,2,0,2,0,2,0,2,0
fishyjug479@qq.com,1,2,2,1,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,0,2,1,2,0,1,2,2,2,1,1,1
dailybeans446@yahoo.com,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,0,0,2,0,2,1,1,0
deepcup89@qq.com,2,1,2,2,0,0,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,0,0,1,2,2,1
fishybike502@qq.com,0,2,2,1,0,2,1,1,2,0,2,2,2,1,2,1,1,2,2,2,0,1,2,2,2,2,1,0,0,1,1,2
lostshoes790@163.com,2,2,1,0,0,0,1,1,1,2,1,1,0,2,2,1,2,2,2,2,0,2,1,2,2,2,2,2,1,1,0,2
dailybike96@outlook.com,2,2,2,2,0,1,1,0,1,0,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,0,2,2
acientjeep593@163.com,2,2,2,2,0,0,2,1,0,2,1,1,1,2,2,0,2,1,2,2,2,0,0,1,1,0,2,0,1,2,2,2
losthat823@gmail.com,0,1,2,2,0,1,1,1,0,2,1,2,2,2,1,2,1,1,2,1,1,2,0,2,2,0,2,2,1,2,2,2
colddrum318@gmail.com,1,1,2,1,2,1,1,1,1,0,2,1,2,1,2,2,2,2,0,1,2,2,2,1,2,1,1,2,2,1,2,2
soiledhat544@outlook.com,1,2,1,2,0,1,2,0,2,2,2,1,2,2,1,2,2,2,1,1,1,0,2,2,1,0,1,2,1,2,2,1
mostlyrug653@gmail.com,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,0,2,1,1,1,1,1,0,1,2,2,1
oldtide62@qq.com,1,2,1,1,0,2,1,0,0,1,2,2,2,2,2,2,2,2,1,2,2,2,0,2,1,2,1,2,1,1,1,1
dirtywindow798@qq.com,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,0,1,2,2,2
extrawindow760@gmail.com,0,2,1,1,2,0,1,2,2,2,1,2,0,2,2,1,1,2,2,2,2,2,1,0,2,0,1,2,2,1,0,1
extrachrysler814@outlook.com,2,1,1,1,2,2,1,2,2,2,2,1,0,2,1,2,2,1,2,2,0,1,0,2,2,0,0,0,1,2,1,2
moistbeans625@yahoo.com,1,2,2,2,2,1,1,2,2,2,0,1,0,2,2,2,1,1,0,1,2,2,2,1,0,0,1,2,2,2,1,1
acientbread736@163.com,1,1,1,2,0,2,2,2,1,2,1,2,2,0,2,2,2,1,1,2,2,1,2,1,1,0,0,2,0,2,1,2
mostlytire325@outlook.com,0,0,1,1,2,1,1,2,2,0,2,2,2,0,0,2,0,2,2,1,0,2,0,2,2,0,2,0,2,2,2,1
coldbike895@yahoo.com,1,1,2,2,2,1,1,2,0,1,2,2,2,2,2,2,2,1,1,0,0,1,0,2,1,2,1,2,1,0,2,2
usedbread568@163.com,1,2,1,2,0,0,2,2,0,2,1,2,0,2,1,2,1,2,2,0,2,0,0,2,2,2,1,0,1,1,2,2
replacementshoes847@qq.com,2,2,2,1,0,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,0,1,2,0,2,0,2,2,0,0,1,1
coldwindow93@gmail.com,1,1,1,2,2,2,1,2,2,1,1,2,2,0,2,2,0,1,2,1,0,2,2,1,2,2,0,1,2,2,0,1
slightlychrysler546@gmail.com,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,0,2,2,1,2,2,0,0,0,2,1,1,1,1
slimybread27@qq.com,2,2,1,2,1,1,2,1,0,1,2,2,1,2,1,1,2,1,1,2,2,0,1,2,2,2,2,2,1,0,2,1
replacementsnake675@outlook.com,2,2,2,1,0,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,0,0,1,2
retiredbeans922@gmail.com,1,1,2,2,2,1,2,2,1,1,0,1,1,2,1,1,1,1,2,1,1,2,0,2,2,2,1,2,2,2,2,2
replacementshirt545@gmail.com,0,1,2,2,1,2,2,2,0,2,1,2,1,1,1,0,1,2,1,1,0,2,2,2,1,2,0,2,1,2,2,2
drychrysler833@gmail.com,1,1,0,1,2,2,2,1,2,2,1,1,2,2,1,0,0,2,2,2,2,2,2,1,1,2,0,0,1,2,1,2
soiledsub30@qq.com,1,1,1,2,0,0,2,2,1,1,2,1,2,0,2,0,1,2,2,2,0,1,2,2,2,0,2,2,1,2,1,2
dirtyspice235@outlook.com,1,2,0,1,0,1,2,2,0,1,2,2,1,2,2,0,2,2,2,2,2,1,2,1,1,0,2,0,2,2,1,1
oldsub951@163.com,1,1,1,1,2,2,1,1,2,2,2,1,0,1,2,1,1,2,2,2,2,1,2,0,2,2,2,1,1,1,2,2
hotblanket968@163.com,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,0,2,1,2,2,2,2,2,2,2,2,1
slightlyjeep112@yahoo.com,1,2,2,2,0,1,2,2,1,2,2,1,2,1,1,2,1,0,1,1,0,2,2,2,1,2,1,2,2,1,1,2
newsnake440@gmail.com,0,1,2,2,0,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,0,0,2,1,1,0,1,0,2,2,0,2
oldrug306@yahoo.com,0,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,0,1,2,1,2,1,2,2,2,2,1
tiredbeans825@163.com,2,1,1,2,2,2,1,2,2,2,2,1,0,2,1,2,2,2,1,2,0,0,2,2,1,1,1,0,2,1,1,1
coldrug976@yahoo.com,2,1,1,1,0,0,2,0,0,2,2,0,1,0,1,1,2,2,0,2,1,2,2,2,2,0,2,2,2,2,1,2
acientjug849@gmail.com,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,0,1,0,1,2,1,2,2,2,0,0,1
hotrug940@gmail.com,2,2,1,2,2,2,2,1,0,1,1,1,1,2,1,2,2,1,2,2,2,0,0,1,2,2,0,2,1,1,1,2
milkyblanket205@yahoo.com,2,2,2,2,0,0,1,2,2,2,2,1,2,0,2,0,2,1,1,0,2,0,2,2,0,2,0,0,1,0,2,0
dailybread914@gmail.com,1,2,1,1,0,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,0,2,2,2,2,1,2,2,1
soiledjeep158@outlook.com,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,0,1,2,2,2,2,2,2,1,2,0,2,1,1
slimysnake947@gmail.com,2,2,1,1,0,1,2,2,0,1,1,1,1,0,1,2,0,2,2,1,2,2,2,2,1,2,2,0,2,2,1,2
buriedspice285@outlook.com,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,0,1,1,2,1,2,2,1,1
dailyspice289@gmail.com,1,1,1,1,2,2,1,2,1,2,2,0,1,2,2,2,1,2,2,2,2,2,1,1,1,0,1,0,1,2,2,2
dryjeep915@163.com,2,2,1,2,1,1,2,2,2,2,2,0,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1
slimywindow631@163.com,2,1,1,1,1,0,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,0,2,2,2,2,2,1,1,0,2,2
dailyskates789@outlook.com,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,0,0,0,1,2,1,0,2,2,2,0,2,1
dirtydrum384@163.com,2,0,2,2,0,1,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,0,2,1,1,1,1,0,1,2
buriedblanket280@gmail.com,2,1,2,2,2,0,2,1,0,1,1,2,0,2,2,1,1,1,1,2,2,2,0,1,2,0,1,2,1,2,2,2
fishyshack419@163.com,2,2,2,2,0,1,1,1,1,2,1,2,1,2,2,1,1,0,1,2,2,2,2,2,1,1,2,0,1,1,2,2
fishyjug865@163.com,1,1,2,2,0,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,0,1,1
usedtide801@yahoo.com,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,0,0,0,2,2,1,2,2,2,1
fishyrug380@163.com,2,1,2,2,2,2,2,1,2,1,2,1,2,0,2,2,1,2,2,1,0,1,2,0,1,0,1,2,1,2,1,0
milkydrum700@yahoo.com,2,1,2,2,0,1,1,2,1,1,1,1,1,2,2,1,2,1,2,0,2,0,2,2,2,2,2,1,2,1,1,2
freshytide508@163.com,2,2,2,2,0,1,1,1,2,0,2,1,2,0,2,1,0,2,2,1,2,1,0,2,2,2,0,2,0,2,0,1
