email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22
slightlywindow471@gmail.com,2,1,1,0,2,0,2,2,2,1,1,2,2,1,1,2,0,2,2,2,1,0
clamybread980@163.com,2,2,1,2,2,1,0,1,2,0,1,1,2,2,2,0,2,2,0,2,1,1
extrachrysler578@outlook.com,1,0,1,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2
freshydrum128@qq.com,0,2,2,1,2,2,2,2,1,2,1,1,2,1,1,0,1,1,1,2,2,2
foldingchrysler517@qq.com,1,1,1,0,2,0,2,1,0,1,2,1,2,2,0,2,2,1,2,2,2,2
buriedbeans746@yahoo.com,0,0,1,2,2,2,0,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2
lostbread363@gmail.com,2,1,2,2,1,2,1,2,2,1,1,1,2,1,0,2,1,2,0,1,2,2
soiledcup60@qq.com,2,1,2,2,0,2,1,1,2,2,2,0,1,2,0,1,2,1,2,2,1,1
clamyjeep797@outlook.com,2,2,2,2,1,0,1,1,1,0,0,2,2,2,1,0,2,2,2,0,1,2
deepbread26@qq.com,1,1,2,2,2,1,2,2,1,2,2,0,1,2,1,1,1,2,2,1,0,2
lostbeans767@yahoo.com,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,0,1,1,1,1,2,2
